amostras	ano	ensaio	repeticao	peak_1	trough_1	breakdown	final_visc	setback	peak_time	pasting_temp	umidade_percent
BGM-0685	2012	BR.BAG1.PT.12.EA1	2	4262.50	1644.50	2618.00	2573.00	986.50	70.63	NA	NA
BGM-0687	2012	BR.BAG1.PT.12.EA1	1	4473.00	1603.00	2870.00	2355.00	766.00	71.85	NA	NA
BGM-0687	2012	BR.BAG1.PT.12.EA1	2	4471.00	1607.00	2864.00	2373.00	766.00	71.75	NA	NA
BGM-0688	2012	BR.BAG1.PT.12.EA1	1	4408.00	1669.00	2739.00	2507.00	862.00	73.45	NA	NA
BGM-0688	2012	BR.BAG1.PT.12.EA1	2	4385.00	1627.00	2758.00	2533.00	931.00	72.70	NA	NA
BGM-0689	2012	BR.BAG1.PT.12.EA1	1	4521.00	1583.00	2938.00	2658.00	1097.00	70.95	NA	NA
BGM-0689	2012	BR.BAG1.PT.12.EA1	2	4544.00	1640.00	2904.00	2664.00	1094.00	70.95	NA	NA
BGM-0690	2012	BR.BAG1.PT.12.EA1	1	4362.00	1496.00	2866.00	2120.00	624.00	74.30	NA	NA
BGM-0690	2012	BR.BAG1.PT.12.EA1	2	3980.00	1421.00	2559.00	2014.00	603.00	73.40	NA	NA
BGM-0691	2012	BR.BAG1.PT.12.EA1	1	4673.00	1752.00	2921.00	2325.00	606.00	72.65	NA	NA
BGM-0691	2012	BR.BAG1.PT.12.EA1	2	4598.00	1587.00	3011.00	2050.00	544.00	71.80	NA	NA
BGM-0692	2012	BR.BAG1.PT.12.EA1	1	5122.00	2048.00	3074.00	3188.00	1154.00	70.25	NA	NA
BGM-0692	2012	BR.BAG1.PT.12.EA1	2	5070.00	2024.00	3046.00	3158.00	1207.00	69.40	NA	NA
BGM-0694	2012	BR.BAG1.PT.12.EA1	1	4334.00	1553.00	2781.00	2468.00	923.00	71.90	NA	NA
BGM-0694	2012	BR.BAG1.PT.12.EA1	2	4397.00	1546.00	2851.00	2433.00	904.00	71.85	NA	NA
BGM-0695	2012	BR.BAG1.PT.12.EA1	1	4729.50	1502.00	3227.50	2373.00	875.50	71.03	NA	NA
BGM-0695	2012	BR.BAG1.PT.12.EA1	2	4653.50	1499.50	3154.00	2398.00	911.00	70.58	NA	NA
BGM-0696	2012	BR.BAG1.PT.12.EA1	1	4503.00	1780.00	2723.00	2543.00	763.00	71.75	NA	NA
BGM-0696	2012	BR.BAG1.PT.12.EA1	2	4483.00	1776.00	2707.00	2512.00	758.00	71.75	NA	NA
BGM-0697	2012	BR.BAG1.PT.12.EA1	1	5014.00	1604.00	3410.00	2381.00	777.00	72.65	NA	NA
BGM-0697	2012	BR.BAG1.PT.12.EA1	2	4932.00	1611.00	3321.00	2438.00	831.00	71.75	NA	NA
BGM-0698	2012	BR.BAG1.PT.12.EA1	1	4796.00	1714.00	3082.00	2658.00	950.00	71.00	NA	NA
BGM-0698	2012	BR.BAG1.PT.12.EA1	2	4684.00	1678.00	3006.00	2601.00	935.00	70.25	NA	NA
BGM-0699	2012	BR.BAG1.PT.12.EA1	1	4462.00	1560.00	2902.00	2315.00	758.00	72.65	NA	NA
BGM-0699	2012	BR.BAG1.PT.12.EA1	2	4479.00	1473.00	3006.00	2156.00	699.00	71.85	NA	NA
BGM-0700	2012	BR.BAG1.PT.12.EA1	1	4743.00	1265.00	3478.00	1665.00	425.00	70.25	NA	NA
BGM-0700	2012	BR.BAG1.PT.12.EA1	2	4713.00	1102.00	3611.00	1384.00	298.00	71.05	NA	NA
BGM-0701	2012	BR.BAG1.PT.12.EA1	1	4429.00	1630.00	2799.00	2648.00	1023.00	73.35	NA	NA
BGM-0701	2012	BR.BAG1.PT.12.EA1	2	4442.00	1659.00	2783.00	2689.00	1061.00	72.60	NA	NA
BGM-0702	2012	BR.BAG1.PT.12.EA1	1	4711.00	1686.00	3025.00	2685.00	999.00	69.45	NA	NA
BGM-0702	2012	BR.BAG1.PT.12.EA1	2	4754.00	1670.00	3084.00	2689.00	1019.00	69.40	NA	NA
BGM-0706	2012	BR.BAG1.PT.12.EA1	1	5144.00	1458.00	3686.00	2955.00	1497.00	67.00	NA	NA
BGM-0706	2012	BR.BAG1.PT.12.EA1	2	5092.00	1462.00	3630.00	2929.00	1467.00	67.00	NA	NA
BGM-0718	2012	BR.BAG1.PT.12.EA1	1	5527.00	1868.00	3659.00	3124.00	1281.00	69.45	NA	NA
BGM-0718	2012	BR.BAG1.PT.12.EA1	2	5442.00	1812.00	3630.00	3056.00	1267.00	69.40	NA	NA
BGM-0726	2012	BR.BAG1.PT.12.EA1	1	4263.00	1518.00	2745.00	2988.00	1470.00	70.15	NA	NA
BGM-0726	2012	BR.BAG1.PT.12.EA1	2	4250.00	1702.00	2548.00	3014.00	1312.00	70.25	NA	NA
BGM-0728	2012	BR.BAG1.PT.12.EA1	1	4644.00	1724.00	2920.00	2645.00	943.00	70.30	NA	NA
BGM-0728	2012	BR.BAG1.PT.12.EA1	2	4669.00	1736.00	2933.00	2640.00	914.00	70.10	NA	NA
BGM-0729	2012	BR.BAG1.PT.12.EA1	1	4591.00	243.00	4348.00	365.00	124.00	67.95	NA	NA
BGM-0729	2012	BR.BAG1.PT.12.EA1	2	4206.00	228.00	3978.00	338.00	110.00	67.05	NA	NA
BGM-0733	2012	BR.BAG1.PT.12.EA1	1	5204.00	1378.00	3826.00	2262.00	884.00	68.60	NA	NA
BGM-0733	2012	BR.BAG1.PT.12.EA1	2	5167.00	1258.00	3909.00	2240.00	982.00	68.60	NA	NA
BGM-0745	2012	BR.BAG1.PT.12.EA1	1	3757.00	1438.00	2319.00	2411.00	973.00	70.10	NA	NA
BGM-0745	2012	BR.BAG1.PT.12.EA1	2	3751.00	1437.00	2314.00	2423.00	986.00	69.40	NA	NA
BGM-0752	2012	BR.BAG1.PT.12.EA1	1	5334.00	1693.00	3641.00	2732.00	1039.00	66.95	NA	NA
BGM-0752	2012	BR.BAG1.PT.12.EA1	2	5262.00	1543.00	3719.00	2686.00	1143.00	67.95	NA	NA
BGM-0767	2012	BR.BAG1.PT.12.EA1	1	5484.00	1553.00	3931.00	2777.00	1224.00	67.70	NA	NA
BGM-0767	2012	BR.BAG1.PT.12.EA1	2	5579.00	1564.00	4015.00	2770.00	1206.00	67.90	NA	NA
BGM-0776	2012	BR.BAG1.PT.12.EA1	1	4360.00	1538.00	2822.00	2200.00	662.00	69.40	NA	NA
BGM-0776	2012	BR.BAG1.PT.12.EA1	2	4351.00	1506.00	2845.00	2193.00	687.00	69.50	NA	NA
BGM-0778	2012	BR.BAG1.PT.12.EA1	1	5210.00	1885.00	3325.00	3236.00	1432.00	67.15	NA	NA
BGM-0778	2012	BR.BAG1.PT.12.EA1	2	5203.00	1874.00	3329.00	3293.00	1527.00	67.05	NA	NA
BGM-0781	2012	BR.BAG1.PT.12.EA1	1	4460.00	1622.00	2838.00	2707.00	1092.00	70.95	NA	NA
BGM-0781	2012	BR.BAG1.PT.12.EA1	2	4506.00	1610.00	2896.00	2724.00	1114.00	71.00	NA	NA
BGM-0783	2012	BR.BAG1.PT.12.EA1	1	4040.67	1340.00	2700.67	2056.67	716.67	69.78	NA	NA
BGM-0783	2012	BR.BAG1.PT.12.EA1	2	4081.67	1381.00	2700.67	2084.00	703.00	70.55	NA	NA
BGM-0785	2012	BR.BAG1.PT.12.EA1	1	4497.00	1599.00	2898.00	2485.00	886.00	68.60	NA	NA
BGM-0785	2012	BR.BAG1.PT.12.EA1	2	4541.00	1589.00	2952.00	2490.00	901.00	68.60	NA	NA
BGM-0788	2012	BR.BAG1.PT.12.EA1	1	4786.50	1817.00	2969.50	2778.00	972.50	68.20	NA	NA
BGM-0788	2012	BR.BAG1.PT.12.EA1	2	4783.50	1769.50	3014.00	2767.00	1009.50	67.80	NA	NA
BGM-0791	2012	BR.BAG1.PT.12.EA1	1	4508.00	1363.00	3145.00	2792.00	1429.00	70.20	NA	NA
BGM-0791	2012	BR.BAG1.PT.12.EA1	2	4566.00	1393.00	3173.00	2732.00	1339.00	71.15	NA	NA
BGM-0799	2012	BR.BAG1.PT.12.EA1	1	4459.00	1457.00	3002.00	2415.00	1098.00	70.40	NA	NA
BGM-0799	2012	BR.BAG1.PT.12.EA1	2	4321.00	1396.00	2925.00	2438.00	1100.00	70.30	NA	NA
BGM-0800	2012	BR.BAG1.PT.12.EA1	1	4168.00	1379.00	2789.00	2512.00	1133.00	70.20	NA	NA
BGM-0800	2012	BR.BAG1.PT.12.EA1	2	4114.00	1398.00	2716.00	2568.00	1170.00	70.95	NA	NA
BGM-0807	2012	BR.BAG1.PT.12.EA1	1	4557.50	1595.50	2962.00	2822.50	1256.50	69.40	NA	NA
BGM-0807	2012	BR.BAG1.PT.12.EA1	2	4600.00	1246.50	3353.50	2826.50	1604.50	69.43	NA	NA
BGM-0810	2012	BR.BAG1.PT.12.EA1	1	4527.00	1529.00	2998.00	2267.00	738.00	70.30	NA	NA
BGM-0810	2012	BR.BAG1.PT.12.EA1	2	4693.00	1605.00	3088.00	2335.00	730.00	70.25	NA	NA
BGM-0815	2012	BR.BAG1.PT.12.EA1	1	4002.00	1404.00	2598.00	1995.00	591.00	69.50	NA	NA
BGM-0815	2012	BR.BAG1.PT.12.EA1	2	4087.00	1416.00	2671.00	2022.00	606.00	69.50	NA	NA
BGM-0817	2012	BR.BAG1.PT.12.EA1	1	5313.00	1857.00	3456.00	3157.00	1313.00	67.00	NA	NA
BGM-0817	2012	BR.BAG1.PT.12.EA1	2	5318.00	1883.00	3435.00	3132.00	1267.00	67.00	NA	NA
BGM-0818	2012	BR.BAG1.PT.12.EA1	1	3601.00	1310.00	2291.00	2264.00	954.00	68.65	NA	NA
BGM-0818	2012	BR.BAG1.PT.12.EA1	2	3567.00	1302.00	2265.00	2219.00	917.00	69.35	NA	NA
BGM-0819	2012	BR.BAG1.PT.12.EA1	1	4636.00	1426.00	3210.00	2137.00	718.00	68.55	NA	NA
BGM-0819	2012	BR.BAG1.PT.12.EA1	2	4759.00	1432.00	3327.00	2118.00	711.00	68.70	NA	NA
BGM-0820	2012	BR.BAG1.PT.12.EA1	1	4420.00	1561.00	2859.00	2814.00	1253.00	69.40	NA	NA
BGM-0820	2012	BR.BAG1.PT.12.EA1	2	4409.00	1552.00	2857.00	2740.00	1188.00	69.40	NA	NA
BGM-0821	2012	BR.BAG1.PT.12.EA1	1	4810.50	1962.50	2848.00	3086.00	1163.00	68.58	NA	NA
BGM-0821	2012	BR.BAG1.PT.12.EA1	2	4659.00	1919.00	2740.00	3030.00	1147.00	68.50	NA	NA
BGM-0822	2012	BR.BAG1.PT.12.EA1	1	4256.00	1585.00	2671.00	2494.00	909.00	71.05	NA	NA
BGM-0822	2012	BR.BAG1.PT.12.EA1	2	4280.00	1597.00	2683.00	2493.00	896.00	70.25	NA	NA
BGM-0823	2012	BR.BAG1.PT.12.EA1	1	5108.50	1955.50	3153.00	3307.50	1397.50	66.23	NA	NA
BGM-0823	2012	BR.BAG1.PT.12.EA1	2	5142.00	1726.50	3415.50	3248.50	1550.50	66.13	NA	NA
BGM-0824	2012	BR.BAG1.PT.12.EA1	1	4564.00	1502.00	3062.00	2876.00	1374.00	67.90	NA	NA
BGM-0824	2012	BR.BAG1.PT.12.EA1	2	4610.00	1466.00	3144.00	2964.00	1498.00	68.65	NA	NA
BGM-0826	2012	BR.BAG1.PT.12.EA1	1	5388.00	1644.00	3744.00	2834.00	1190.00	66.95	NA	NA
BGM-0826	2012	BR.BAG1.PT.12.EA1	2	5260.00	1550.00	3710.00	2783.00	1233.00	66.95	NA	NA
BGM-0834	2012	BR.BAG1.PT.12.EA1	1	5558.00	1734.00	3824.00	3185.00	1451.00	66.20	NA	NA
BGM-0834	2012	BR.BAG1.PT.12.EA1	2	5344.00	1691.00	3653.00	3240.00	1549.00	65.25	NA	NA
BGM-0837	2012	BR.BAG1.PT.12.EA1	1	4714.00	1480.00	3234.00	2965.00	1485.00	67.95	NA	NA
BGM-0837	2012	BR.BAG1.PT.12.EA1	2	4799.00	1439.00	3360.00	2979.00	1540.00	67.90	NA	NA
BGM-0845	2012	BR.BAG1.PT.12.EA1	1	4655.00	1643.00	3012.00	2391.00	767.00	67.85	NA	NA
BGM-0845	2012	BR.BAG1.PT.12.EA1	2	4530.00	1541.00	2989.00	2301.00	760.00	67.85	NA	NA
BGM-0846	2012	BR.BAG1.PT.12.EA1	1	4954.00	1661.00	3293.00	2334.00	673.00	69.30	NA	NA
BGM-0846	2012	BR.BAG1.PT.12.EA1	2	4878.00	1664.00	3214.00	2288.00	624.00	70.20	NA	NA
BGM-0847	2012	BR.BAG1.PT.12.EA1	1	5922.00	1601.00	4321.00	2983.00	1382.00	67.85	NA	NA
BGM-0847	2012	BR.BAG1.PT.12.EA1	2	5773.00	1532.00	4241.00	2995.00	1463.00	67.00	NA	NA
BGM-0856	2012	BR.BAG1.PT.12.EA1	1	5369.00	1657.00	3712.00	2654.00	997.00	66.10	NA	NA
BGM-0856	2012	BR.BAG1.PT.12.EA1	2	5320.00	1634.00	3686.00	2599.00	965.00	66.10	NA	NA
BGM-0867	2012	BR.BAG1.PT.12.EA1	1	3760.00	1242.00	2518.00	2812.00	1570.00	69.55	NA	NA
BGM-0867	2012	BR.BAG1.PT.12.EA1	2	3952.00	1315.00	2637.00	2864.00	1549.00	69.45	NA	NA
BGM-0868	2012	BR.BAG1.PT.12.EA1	1	5708.00	1628.00	4080.00	3214.00	1586.00	67.05	NA	NA
BGM-0868	2012	BR.BAG1.PT.12.EA1	2	5735.00	1592.00	4143.00	3189.00	1597.00	66.90	NA	NA
BGM-0870	2012	BR.BAG1.PT.12.EA1	1	4763.00	1743.00	3020.00	2810.00	1067.00	69.45	NA	NA
BGM-0870	2012	BR.BAG1.PT.12.EA1	2	4766.00	1731.00	3035.00	2720.00	1032.00	69.50	NA	NA
BGM-0873	2012	BR.BAG1.PT.12.EA1	1	5239.00	1817.00	3422.00	3311.50	1557.50	66.23	NA	NA
BGM-0873	2012	BR.BAG1.PT.12.EA1	2	5206.00	1805.00	3401.00	3337.50	1558.00	66.23	NA	NA
BGM-0876	2012	BR.BAG1.PT.12.EA1	1	5104.00	1529.00	3575.00	2517.00	988.00	67.05	NA	NA
BGM-0876	2012	BR.BAG1.PT.12.EA1	2	5107.00	1589.00	3518.00	2535.00	946.00	67.90	NA	NA
BGM-0877	2012	BR.BAG1.PT.12.EA1	1	4984.00	1590.00	3394.00	2653.00	1063.00	67.80	NA	NA
BGM-0877	2012	BR.BAG1.PT.12.EA1	2	4969.00	1537.00	3432.00	2572.00	1035.00	67.85	NA	NA
BGM-0884	2012	BR.BAG1.PT.12.EA1	1	4882.00	1662.00	3220.00	2599.00	938.00	67.95	NA	NA
BGM-0884	2012	BR.BAG1.PT.12.EA1	2	5016.00	1661.00	3355.00	2623.00	962.00	67.80	NA	NA
BGM-0885	2012	BR.BAG1.PT.12.EA1	1	5113.00	1766.00	3347.00	2929.00	1163.00	70.35	NA	NA
BGM-0885	2012	BR.BAG1.PT.12.EA1	2	4999.00	1713.00	3286.00	2872.00	1159.00	70.25	NA	NA
BGM-0887	2012	BR.BAG1.PT.12.EA1	1	4687.00	1375.00	3312.00	2866.00	1491.00	67.85	NA	NA
BGM-0887	2012	BR.BAG1.PT.12.EA1	2	4808.00	1366.00	3442.00	2913.00	1547.00	67.00	NA	NA
BGM-0889	2012	BR.BAG1.PT.12.EA1	1	4321.00	1264.00	3057.00	1998.00	734.00	66.95	NA	NA
BGM-0889	2012	BR.BAG1.PT.12.EA1	2	4334.00	1267.00	3067.00	2039.00	772.00	66.10	NA	NA
BGM-0890	2012	BR.BAG1.PT.12.EA1	1	4730.00	1521.00	3209.00	3057.00	1536.00	67.10	NA	NA
BGM-0890	2012	BR.BAG1.PT.12.EA1	2	4740.00	1453.00	3287.00	3003.00	1550.00	66.95	NA	NA
BGM-0891	2012	BR.BAG1.PT.12.EA1	1	5155.00	1856.00	3299.00	3181.00	1336.00	70.25	NA	NA
BGM-0891	2012	BR.BAG1.PT.12.EA1	2	5178.00	1856.00	3322.00	3203.00	1352.00	70.25	NA	NA
BGM-0892	2012	BR.BAG1.PT.12.EA1	1	4912.00	1834.00	3078.00	3194.50	1424.00	67.40	NA	NA
BGM-0892	2012	BR.BAG1.PT.12.EA1	2	4884.50	1837.50	3047.00	3236.00	1463.00	67.78	NA	NA
BGM-0894	2012	BR.BAG1.PT.12.EA1	1	4093.00	1536.00	2557.00	2618.00	1082.00	70.35	NA	NA
BGM-0894	2012	BR.BAG1.PT.12.EA1	2	4079.00	1502.00	2577.00	2641.00	1139.00	70.30	NA	NA
BGM-0895	2012	BR.BAG1.PT.12.EA1	1	4629.00	1397.00	3232.00	2316.00	919.00	68.70	NA	NA
BGM-0895	2012	BR.BAG1.PT.12.EA1	2	4565.00	1416.00	3149.00	2278.00	862.00	68.70	NA	NA
BGM-0901	2012	BR.BAG1.PT.12.EA1	1	4755.00	1918.00	2837.00	2990.00	1072.00	69.30	NA	NA
BGM-0901	2012	BR.BAG1.PT.12.EA1	2	4696.00	1916.00	2780.00	2962.00	1058.00	69.45	NA	NA
BGM-0902	2012	BR.BAG1.PT.12.EA1	1	4026.00	1359.00	2667.00	1871.00	520.00	69.30	NA	NA
BGM-0902	2012	BR.BAG1.PT.12.EA1	2	4020.00	1357.00	2663.00	1904.00	558.00	69.35	NA	NA
BGM-0904	2012	BR.BAG1.PT.12.EA1	1	5192.00	1768.00	3424.00	2883.00	1122.00	69.50	NA	NA
BGM-0904	2012	BR.BAG1.PT.12.EA1	2	4891.00	1678.00	3213.00	2743.00	1116.00	69.55	NA	NA
BGM-0905	2012	BR.BAG1.PT.12.EA1	1	4738.00	1368.00	3370.00	2169.00	801.00	71.05	NA	NA
BGM-0905	2012	BR.BAG1.PT.12.EA1	2	4811.00	1418.00	3393.00	2181.00	777.00	70.90	NA	NA
BGM-0906	2012	BR.BAG1.PT.12.EA1	1	5599.00	1687.00	3912.00	2719.00	1048.00	71.85	NA	NA
BGM-0906	2012	BR.BAG1.PT.12.EA1	2	5565.00	1712.00	3853.00	2718.00	1040.00	71.85	NA	NA
BGM-0907	2012	BR.BAG1.PT.12.EA1	1	4481.00	1528.00	2953.00	2483.00	1008.00	70.40	NA	NA
BGM-0907	2012	BR.BAG1.PT.12.EA1	2	4382.00	1515.00	2867.00	2439.00	992.00	70.25	NA	NA
BGM-0908	2012	BR.BAG1.PT.12.EA1	1	5213.00	1647.00	3566.00	2653.00	1006.00	69.45	NA	NA
BGM-0908	2012	BR.BAG1.PT.12.EA1	2	5203.00	1656.00	3547.00	2654.00	998.00	69.50	NA	NA
BGM-0913	2012	BR.BAG1.PT.12.EA1	1	4121.00	1578.00	2543.00	2532.00	1086.00	70.25	NA	NA
BGM-0913	2012	BR.BAG1.PT.12.EA1	2	4099.00	1592.00	2507.00	2486.00	993.00	71.05	NA	NA
BGM-0914	2012	BR.BAG1.PT.12.EA1	1	4136.00	1456.50	2679.50	2228.00	771.50	71.75	NA	NA
BGM-0914	2012	BR.BAG1.PT.12.EA1	2	4115.00	1443.50	2671.50	2225.50	784.50	71.40	NA	NA
BGM-0922	2012	BR.BAG1.PT.12.EA1	1	5228.00	1773.00	3455.00	2806.00	1152.00	71.00	NA	NA
BGM-0922	2012	BR.BAG1.PT.12.EA1	2	5085.00	1785.00	3300.00	2971.00	1186.00	71.10	NA	NA
BGM-0924	2012	BR.BAG1.PT.12.EA1	1	4086.00	1556.00	2530.00	2558.00	1002.00	69.35	NA	NA
BGM-0924	2012	BR.BAG1.PT.12.EA1	2	4242.00	1620.00	2622.00	2641.00	1021.00	70.35	NA	NA
BGM-0928	2012	BR.BAG1.PT.12.EA1	1	4828.00	1544.00	3284.00	2819.00	1275.00	70.35	NA	NA
BGM-0928	2012	BR.BAG1.PT.12.EA1	2	4877.00	1544.00	3333.00	2801.00	1257.00	71.10	NA	NA
BGM-0929	2012	BR.BAG1.PT.12.EA1	1	5380.00	1614.00	3766.00	2661.00	1240.00	71.05	NA	NA
BGM-0929	2012	BR.BAG1.PT.12.EA1	2	5288.00	1574.00	3714.00	2657.00	1190.00	71.00	NA	NA
BGM-0930	2012	BR.BAG1.PT.12.EA1	1	4192.00	1231.00	2961.00	2746.00	1515.00	69.45	NA	NA
BGM-0930	2012	BR.BAG1.PT.12.EA1	2	4251.00	1277.00	2974.00	2729.00	1452.00	70.20	NA	NA
BGM-0932	2012	BR.BAG1.PT.12.EA1	1	4980.00	1352.00	3628.00	2745.00	1393.00	67.05	NA	NA
BGM-0932	2012	BR.BAG1.PT.12.EA1	2	5079.00	1440.00	3639.00	2705.00	1265.00	67.85	NA	NA
BGM-0934	2012	BR.BAG1.PT.12.EA1	1	5248.00	1789.00	3459.00	2586.00	802.00	68.50	NA	NA
BGM-0934	2012	BR.BAG1.PT.12.EA1	2	4700.00	1642.00	3058.00	2457.50	820.00	68.88	NA	NA
BGM-0935	2012	BR.BAG1.PT.12.EA1	2	4756.00	1940.00	2816.00	3253.00	1433.00	70.20	NA	NA
BGM-0936	2012	BR.BAG1.PT.12.EA1	2	5045.00	2103.00	2942.00	3557.00	1649.00	69.25	NA	NA
BGM-0937	2012	BR.BAG1.PT.12.EA1	1	4238.00	1457.00	2781.00	2933.00	1476.00	67.90	NA	NA
BGM-0937	2012	BR.BAG1.PT.12.EA1	2	4223.00	1512.00	2711.00	2850.00	1338.00	68.75	NA	NA
BGM-0940	2012	BR.BAG1.PT.12.EA1	1	5153.00	1762.50	3390.50	3183.50	1490.00	68.18	NA	NA
BGM-0940	2012	BR.BAG1.PT.12.EA1	2	4970.50	1734.50	3236.00	3094.50	1428.00	68.55	NA	NA
BGM-0943	2012	BR.BAG2.PT.12.EA1	1	4634.00	1480.00	3154.00	2007.00	527.00	68.65	NA	NA
BGM-0943	2012	BR.BAG2.PT.12.EA1	2	4640.00	1502.50	3137.50	2187.50	687.00	69.03	NA	NA
BGM-0944	2012	BR.BAG2.PT.12.EA1	2	4326.00	1358.00	2968.00	1870.00	512.00	71.95	NA	NA
BGM-0947	2012	BR.BAG2.PT.12.EA1	1	4919.00	1713.00	3206.00	2906.00	1193.00	69.40	NA	NA
BGM-0947	2012	BR.BAG2.PT.12.EA1	2	4908.00	1719.00	3189.00	2807.00	1088.00	69.45	NA	NA
BGM-0951	2012	BR.BAG2.PT.12.EA1	2	4525.00	1456.00	3069.00	2176.00	726.00	68.55	NA	NA
BGM-0952	2012	BR.BAG2.PT.12.EA1	2	4772.00	1800.00	2972.00	2933.00	1193.00	69.25	NA	NA
BGM-0953	2012	BR.BAG2.PT.12.EA1	2	4653.00	2160.00	2493.00	3551.00	1472.00	69.25	NA	NA
BGM-0955	2012	BR.BAG2.PT.12.EA1	2	4834.00	1419.00	3415.00	2174.00	763.00	68.55	NA	NA
BGM-0956	2012	BR.BAG2.PT.12.EA1	1	3618.00	1410.00	2208.00	2878.00	1468.00	71.75	NA	NA
BGM-0956	2012	BR.BAG2.PT.12.EA1	2	3535.00	1434.00	2101.00	2791.00	1357.00	71.80	NA	NA
BGM-0957	2012	BR.BAG2.PT.12.EA1	2	4651.00	1731.00	2920.00	2633.00	917.00	71.15	NA	NA
BGM-0958	2012	BR.BAG2.PT.12.EA1	2	5191.00	2313.00	2878.00	3822.00	1611.00	70.20	NA	NA
BGM-0960	2012	BR.BAG2.PT.12.EA1	2	5358.00	2358.00	3000.00	3559.00	1553.00	69.25	NA	NA
BGM-0961	2012	BR.BAG2.PT.12.EA1	2	5226.00	2112.00	3114.00	3515.00	1655.00	69.25	NA	NA
BGM-0962	2012	BR.BAG2.PT.12.EA1	1	4336.00	1147.00	3189.00	1601.00	454.00	68.55	NA	NA
BGM-0962	2012	BR.BAG2.PT.12.EA1	2	4260.00	1140.50	3119.50	1571.50	441.50	68.58	NA	NA
BGM-0965	2012	BR.BAG2.PT.12.EA1	2	5455.00	2078.00	3377.00	3333.00	1417.00	67.80	NA	NA
BGM-0972	2012	BR.BAG2.PT.12.EA1	2	4106.00	1436.00	2670.00	2173.00	743.00	71.15	NA	NA
BGM-0973	2012	BR.BAG2.PT.12.EA1	2	4357.00	1538.00	2819.00	2851.00	1313.00	71.15	NA	NA
BGM-0975	2012	BR.BAG2.PT.12.EA1	1	3728.50	1124.50	2604.00	1601.00	482.50	71.03	NA	NA
BGM-0975	2012	BR.BAG2.PT.12.EA1	2	3857.00	1114.50	2742.50	1599.50	488.00	71.03	NA	NA
BGM-0979	2012	BR.BAG2.PT.12.EA1	2	5062.00	1770.00	3292.00	3195.00	1444.00	68.55	NA	NA
BGM-0981	2012	BR.BAG2.PT.12.EA1	2	4071.00	862.00	3209.00	1147.00	289.00	71.15	NA	NA
BGM-0982	2012	BR.BAG2.PT.12.EA1	1	4463.00	867.00	3596.00	1168.00	301.00	69.45	NA	NA
BGM-0982	2012	BR.BAG2.PT.12.EA1	2	4470.67	973.67	3497.00	1360.67	388.67	69.75	NA	NA
BGM-0983	2012	BR.BAG2.PT.12.EA1	1	4498.00	1056.00	3442.00	1472.00	416.00	70.25	NA	NA
BGM-0983	2012	BR.BAG2.PT.12.EA1	2	4446.00	1059.00	3387.00	1481.00	422.00	70.15	NA	NA
BGM-0984	2012	BR.BAG2.PT.12.EA1	1	6506.00	2203.00	4303.00	3371.00	1193.00	68.55	NA	NA
BGM-0984	2012	BR.BAG2.PT.12.EA1	2	5362.00	1933.00	3429.00	3128.00	1220.00	68.60	NA	NA
BGM-0987	2012	BR.BAG2.PT.12.EA1	1	5216.00	2198.00	3018.00	3407.00	1306.00	67.85	NA	NA
BGM-0987	2012	BR.BAG2.PT.12.EA1	2	5278.00	2187.00	3091.00	3514.00	1435.00	67.90	NA	NA
BGM-0989	2012	BR.BAG2.PT.12.EA1	1	4060.00	1248.00	2812.00	1958.00	710.00	70.25	NA	NA
BGM-0989	2012	BR.BAG2.PT.12.EA1	2	4275.33	1422.67	2852.67	2143.67	728.67	69.18	NA	NA
BGM-0992	2012	BR.BAG2.PT.12.EA1	2	4613.00	1664.00	2949.00	3043.00	1425.00	73.55	NA	NA
BGM-0993	2012	BR.BAG2.PT.12.EA1	2	4891.00	1740.00	3151.00	2968.00	1237.00	71.95	NA	NA
BGM-0995	2012	BR.BAG2.PT.12.EA1	1	4177.00	1588.00	2589.00	2126.00	579.00	68.50	NA	NA
BGM-0995	2012	BR.BAG2.PT.12.EA1	2	4256.00	1356.50	2899.50	1865.50	513.50	68.53	NA	NA
BGM-0996	2012	BR.BAG2.PT.12.EA1	1	3727.00	1231.00	2496.00	1727.00	500.00	68.50	NA	NA
BGM-0996	2012	BR.BAG2.PT.12.EA1	2	4119.50	1329.50	2790.00	1896.50	582.50	68.15	NA	NA
BGM-0998	2012	BR.BAG2.PT.12.EA1	2	4954.00	1892.00	3062.00	3257.00	1387.00	72.80	NA	NA
BGM-1010	2012	BR.BAG2.PT.12.EA1	1	4616.00	1540.00	3076.00	2563.00	1023.00	69.45	NA	NA
BGM-1010	2012	BR.BAG2.PT.12.EA1	2	4625.00	1522.00	3103.00	2531.00	1009.00	70.20	NA	NA
BGM-1012	2012	BR.BAG2.PT.12.EA1	1	5334.00	1695.00	3639.00	2506.00	811.00	69.40	NA	NA
BGM-1012	2012	BR.BAG2.PT.12.EA1	2	5262.00	1700.00	3562.00	2475.00	775.00	68.65	NA	NA
BGM-1024	2012	BR.BAG2.PT.12.EA1	1	5276.00	2050.00	3226.00	3519.00	1506.00	67.80	NA	NA
BGM-1024	2012	BR.BAG2.PT.12.EA1	2	5364.00	2039.00	3325.00	3512.00	1502.00	67.05	NA	NA
BGM-1026	2012	BR.BAG2.PT.12.EA1	1	4015.00	1475.00	2540.00	2513.00	1038.00	69.30	NA	NA
