"AMOSTRAS","Quadrante","Count","Area","Total_Area","%Area","Perimetro","Major_E","Minor_E","Angle","Circularidade","Solidity","Feret","FeretX","Feret y","FeretAngle","MinFeret"
"BGM-0496","Q3","366","10.539508196721311","38.574600000000004","40.869999999999997","33.131999999999998","11.993","9.4600000000000009","71.957999999999998","0.96899999999999997","0.90500000000000003","13.577000000000002","197.262","195.322","107.59","9.7159999999999993"
"BGM-0496","Q4","309","10.400323624595469","32.137","32.54","33.077999999999996","12.006","9.2459999999999987","73.587000000000003","0.96399999999999997","0.89700000000000002","13.547999999999998","193.90299999999999","195.036","107.64400000000001","9.6349999999999998"
"BGM-0545","Q1","171","12.700584795321639","21.718000000000004","89.533000000000001","22.922999999999998","44.69","2.4470000000000001","19.923999999999999","0.92","0.97799999999999998","50.42","272.24","185.626","134.41200000000001","2.5110000000000001"
"BGM-0545","Q2","431","14.918793503480279","64.3","69.58","84.78","29.45","2.214","75.463999999999999","0.92500000000000004","0.88800000000000001","32.479999999999997","253.11099999999999","238.39","99.048000000000002","2.3340000000000001"
"BGM-0545","Q3","401","14.246882793017456","57.13","57.16","78.77","27.38","2.048","68.058999999999997","0.73299999999999998","0.999","30.38","249.53899999999999","249.07","101.777","2.1579999999999999"
"BGM-0545","Q4","434","12.299539170506913","53.38","57.71","74.69","25.95","2.0209999999999999","71.320999999999998","0.94199999999999995","0.89700000000000002","28.88","249.703","238.24","101.03700000000001","2.1139999999999999"
"BGM-0555","Q1","518","5.4725675675675678","28.347899999999999","76.760000000000005","24.387999999999998","87.52","6.5459999999999994","72.234999999999999","0.94399999999999995","0.89700000000000002","97.88","204.24299999999999","192.15600000000001","104.143","6.8710000000000004"
"BGM-0555","Q2","454","11.992180616740088","54.444499999999998","56.7","35.433999999999997","12.821999999999999","9.4090000000000007","65.741","0.94899999999999995","0.89200000000000002","14.384","192.304","198.19200000000001","105.476","9.9380000000000006"
"BGM-0555","Q3","467","10.479914346895075","48.941200000000002","51.85","33.35","12.144","9.298","68.004999999999995","0.96199999999999997","0.89400000000000002","13.661000000000001","188.61500000000001","193.006","103.16200000000001","9.74"
"BGM-0555","Q4","417","10.476498800959233","43.687000000000005","44.24","32.341000000000001","11.785","9.141","68.570999999999998","0.96599999999999997","0.9","13.254","195.34100000000001","196.23500000000001","108.33499999999999","9.4849999999999994"
"BGM-0562","Q1","672","7.8869047619047619","53","88.6","79.27","26.45","1.9460000000000002","80.248999999999995","0.88500000000000001","0.89500000000000002","28.57","469.798","504.09699999999998","92.694999999999993","2.0710000000000002"
"BGM-0562","Q2","643","9.9362363919129084","63.89","10.314","85.28","29.82","2.1539999999999999","77.590999999999994","0.91700000000000004","0.88600000000000001","32.869999999999997","245.36199999999999","246.29400000000001","103.849","2.298"
"BGM-0562","Q3","653","10.629402756508423","69.41","11.311","89.66","31.25","2.173","74.863","1","0.88900000000000001","34.380000000000003","260.86200000000002","247.15899999999999","101.09399999999999","2.3439999999999999"
"BGM-0562","Q4","529","11.383742911153119","60.22","80.290000000000006","83.71","29.42","2.093","74.117000000000004","0.91300000000000003","0.88700000000000001","32.42","227.99100000000001","258.13","100.955","2.2360000000000002"
"BGM-0583","Q1","651","5.6098771121351767","36.520299999999999","36.26","19.613999999999997","64.83","5.08","49.43","0.93300000000000005","0.94099999999999995","71.25","560.58500000000004","469.166","114.223","5.3170000000000002"
"BGM-0583","Q2","451","8.1668292682926822","36.8324","36.130000000000003","26.93","91.09","7.266","62.872","0.93100000000000005","0.92200000000000004","99.06","498.04399999999998","502.42599999999999","104.40900000000001","7.55"
"BGM-0583","Q3","670","5.8264179104477609","39.036999999999999","38.799999999999997","21.08","72.400000000000006","5.91","56.89","0.94","0.94","79","502.23","509.04","111.64","6.05"
"BGM-0583","Q4","604","2.7715894039735098","16.740400000000001","16.91","13.913","50.52","3.8289999999999997","42.783000000000001","0.95099999999999996","0.95099999999999996","54.99","500.79599999999999","541.64700000000005","120.71899999999999","3.895"
"BGM-0606","Q1","497","10.619114688128771","52.777000000000001","52.400000000000006","34.048999999999999","11.38","8.65","87.016000000000005","0.88600000000000001","0.88200000000000001","12.414","482.24099999999999","505.85300000000001","97.064999999999998","9.2319999999999993"
"BGM-0606","Q2","567","10.568818342151676","59.925200000000004","58.79","33.736000000000004","11.369","8.8379999999999992","87.283000000000001","0.91500000000000004","0.89900000000000002","12.352","489.16399999999999","488.55","99.775000000000006","9.32"
"BGM-0606","Q3","635","11.309763779527557","71.816999999999993","71.399999999999991","35.85","12.17","9.68","92.03","0.92","0.9","13.19","488.01","500.86","101.67","1.0109999999999999"
"BGM-0606","Q4","626","11.208514376996805","70.165300000000002","70.89","36.155000000000001","12.354000000000001","8.8450000000000006","87.861999999999995","0.88600000000000001","0.88900000000000001","13.363999999999999","487.649","508.99","98.468999999999994","9.4280000000000008"
"BGM-0607","Q1","437","12.466819221967963","54.48","58.08","75.19","27.25","1.9420000000000002","68.018000000000001","0.93","0.89600000000000002","30.55","191.61799999999999","206.65","105.899","2.0630000000000002"
"BGM-0607","Q2","333","23.531531531531531","78.36","64.59","90.41","35.049999999999997","2.274","54.198","0.93600000000000005","0.90900000000000003","39.67","99.673000000000002","101.429","114.81","2.4369999999999998"
"BGM-0607","Q3","354","29.096045197740114","10.3","94.43","10.672000000000001","39.82","2.6459999999999999","64.912000000000006","0.92500000000000004","0.89300000000000002","44.98","100.788","94.537000000000006","109.255","2.8519999999999999"
"BGM-0607","Q4","311","18.639871382636656","57.97","47.86","76.260000000000005","29.93","1.9989999999999999","47.295000000000002","0.78500000000000003","0.998","34.06","104.611","103.42100000000001","112.48099999999999","2.0710000000000002"
"BGM-0636","Q1","462","11.204545454545455","51.765000000000001","51.4","35.398000000000003","11.741","9.3730000000000011","88.049000000000007","0.91","0.89200000000000002","12.787000000000001","493.77699999999999","467.911","96.119","9.875"
"BGM-0636","Q2","463","11.923563714902807","55.206099999999999","54.16","36.527999999999999","12.215999999999999","9.5790000000000006","86.863","0.91400000000000003","0.90200000000000002","13.199000000000002","496.721","469.86200000000002","98.941000000000003","1.0039"
"BGM-0636","Q3","386","8.0448186528497398","31.052999999999997","30.9","29.41","10.01","8.23","84.42","0.95","0.91","10.94","490.62","485.52","98.8","8.5299999999999994"
"BGM-0636","Q4","357","7.0426050420168069","25.142099999999999","25.4","27.556999999999999","93.47","7.492","83.82","0.92900000000000005","0.89300000000000002","10.243","536.98599999999999","501.76799999999997","94.025000000000006","7.8310000000000004"
"BGM-0659","Q1","708","9.0101271186440677","63.791699999999999","17.274000000000001","33.280999999999999","11.532999999999999","7.5110000000000001","76.216999999999999","0.88300000000000001","0.871","12.846","195.08500000000001","203.726","101.354","8.3260000000000005"
"BGM-0659","Q2","568","12.846426056338029","72.967700000000008","75.98","37.237000000000002","13.478999999999999","9.7370000000000001","71.409000000000006","0.94099999999999995","0.89100000000000001","15.061000000000002","191.57","199.07400000000001","100.471","1.0372999999999999"
"BGM-0659","Q3","912","19.11012061403509","17.428429999999999","18.465","46.742000000000004","16.582000000000001","1.1939","76.058000000000007","0.91800000000000004","0.88300000000000001","18.494999999999997","199.41800000000001","192.404","100.27","1.282"
"BGM-0659","Q4","638","17.349059561128527","11.0687","11.209","43.756999999999998","15.48","1.0765","70.915000000000006","0.91900000000000004","0.88200000000000001","17.286999999999999","204.65","192.96100000000001","98.441000000000003","1.1666000000000001"
"BGM-0668","Q1","489","6.9306952965235178","33.891100000000002","91.77","28.279000000000003","10.054","7.1779999999999999","73.141000000000005","0.92600000000000005","0.88500000000000001","11.126999999999999","204.44399999999999","198.75700000000001","101.355","7.65"
"BGM-0668","Q2","485","15.69301030927835","76.111099999999993","79.260000000000005","42.202999999999996","15.007","1.0852999999999999","72.454999999999998","0.93","0.88500000000000001","16.743000000000002","188.41399999999999","207.08199999999999","103.101","1.1586000000000001"
"BGM-0668","Q3","563","13.177619893428062","74.19","78.600000000000009","37.904000000000003","13.621","1.0493999999999999","75.234999999999999","0.95799999999999996","0.89300000000000002","15.281000000000001","195.92699999999999","200.858","103.989","1.0994999999999999"
"BGM-0668","Q4","527","14.71290322580645","77.537000000000006","78.52","40.935000000000002","14.462999999999999","1.0627","72.411000000000001","0.93500000000000005","0.88800000000000001","16.202000000000002","197.64099999999999","202.93899999999999","104.185","1.1300000000000001"
"BGM-0669","Q1","1884","7.4654989384288744","14.065000000000001","63.882000000000005","58.57","14.05","1","36.546999999999997","0.88200000000000001","0.90900000000000003","16.32","265.56","348.32799999999997","122.208","1"
"BGM-0669","Q2","462","12.584415584415584","58.14","67.44","80.739999999999995","28.24","2.117","73.278999999999996","0.92800000000000005","0.89500000000000002","31.19","250.94200000000001","248.4","99.926000000000002","2.2400000000000002"
"BGM-0669","Q3","483","12.921325051759835","62.41","75.22","83.6","29.29","2.1559999999999997","77.138000000000005","0.629","0.997","32.24","246.72300000000001","251.32900000000001","101.751","2.2949999999999999"
"BGM-0669","Q4","441","12.428571428571429","54.81","60.2","77.430000000000007","27.23","2.0390000000000001","69.936000000000007","0.93700000000000006","0.89500000000000002","30.18","237.773","242.476","97.679000000000002","2.141"
"BGM-0673","Q1","144","4.2767361111111111","61.585000000000001","16.68","20.363","74.83","5.8280000000000003","68.353999999999999","0.98199999999999998","0.92400000000000004","83.86","194.19399999999999","197.458","102.47799999999999","5.8940000000000001"
"BGM-0673","Q2","136","9.93","13.504799999999999","14.06","32.047000000000004","11.704000000000001","8.7690000000000001","65.263999999999996","0.95299999999999996","0.90200000000000002","13.152000000000001","191.54400000000001","195.20599999999999","101.431","9.1530000000000005"
"BGM-0673","Q3","210","12.177809523809524","25.573400000000003","27.09","35.411999999999999","12.734999999999999","1.0034000000000001","69.444999999999993","0.96599999999999997","0.89800000000000002","14.311000000000002","205.886","195.15700000000001","104.79900000000001","1.0421"
"BGM-0673","Q4","177","11.634858757062146","20.593699999999998","20.85","34.557000000000002","12.413","9.843","59.99","0.96699999999999997","0.90500000000000003","13.925000000000001","196.333","190.37899999999999","103.64","1.0137"
"BGM-0695","Q1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BGM-0695","Q2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BGM-0695","Q3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BGM-0695","Q4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BGM-0703","Q1","313","14.830670926517572","46.42","36.96","68.81","25.2","2.52","68.709000000000003","0.94599999999999995","0.90600000000000003","28.11","195.703","194.613","107.59099999999999","1.9019999999999999"
"BGM-0703","Q2","319","15.404388714733543","49.14","39.590000000000003","70.8","25.96","2.5960000000000001","66.954999999999998","0.95","0.89700000000000002","28.87","194.44800000000001","200.364","103.56399999999999","1.986"
"BGM-0703","Q3","345","14.547826086956523","50.19","45.95","71.97","26.18","2.6179999999999999","61.911999999999999","0.95","0.9","29.11","194.28100000000001","190.06700000000001","102.24","2.0070000000000001"
"BGM-0703","Q4","356","15.587078651685394","55.49","51.28","77.59","27.98","2.798","66.968000000000004","0.93500000000000005","0.89200000000000002","31.23","213.559","204.708","102.08","2.1349999999999998"
"BGM-0714","Q1","353","23.552407932011331","83.14","70.540000000000006","93.54","35.71","3.5710000000000002","58.790999999999997","0.439","0.71599999999999997","40.58","100.08499999999999","99.037000000000006","114.32","2.5880000000000001"
"BGM-0714","Q2","345","23.704347826086956","81.78","69.84","92.25","34.799999999999997","3.4799999999999995","51.594000000000001","0.94899999999999995","0.91500000000000004","39.549999999999997","100.467","98.260999999999996","111.54900000000001","2.54"
"BGM-0714","Q3","387","23.550387596899224","91.14","91.35","98.47","37.49","3.7490000000000001","57.289000000000001","0.94099999999999995","0.90200000000000002","42.38","99.617999999999995","94.084999999999994","108.59099999999999","2.7160000000000002"
"BGM-0714","Q4","365","17.643835616438356","64.400000000000006","62.4","79.91","31.1","3.1100000000000003","55.390999999999998","0.69199999999999995","0.999","35.26","104.611","106.238","112.827","2.2810000000000001"
"BGM-0717","Q1","626","84.450479233226844","52.866","79.780999999999992","99.74","17.72","1.7719999999999998","32.125999999999998","0.90800000000000003","0.93200000000000005","20.100000000000001","142.83199999999999","343.46199999999999","124.364","1.1060000000000001"
"BGM-0717","Q2","471","5.9554140127388537","28.05","33.17","52.11","18.89","1.889","63.747","0.96499999999999997","0.91300000000000003","21.24","252.79599999999999","257.839","111.584","1.492"
"BGM-0717","Q3","355","22.664788732394367","80.459999999999994","71.27","96.2","32.82","3.282","80.959000000000003","0.72399999999999998","0.999","36.25","250.51300000000001","245.524","100.33199999999999","2.6219999999999999"
"BGM-0717","Q4","352","16.147727272727273","56.84","49.84","76.88","26.87","2.6870000000000003","68.825999999999993","0.93500000000000005","0.89600000000000002","29.83","266.88099999999997","242.898","100.152","2.1389999999999998"
"BGM-0718","Q1","637","7.1128414442700159","45.308799999999998","122.69","28.282","97.88","9.7880000000000003","68.144999999999996","0.91500000000000004","0.88900000000000001","10.97","184.97499999999999","193.13800000000001","104.532","7.431"
"BGM-0718","Q2","584","14.189503424657534","82.866699999999994","86.29","38.707999999999998","13.709","1.0187000000000002","66.320999999999998","0.93600000000000005","0.89200000000000002","15.372999999999999","186.92500000000001","195.62299999999999","103.678","1.0755000000000001"
"BGM-0718","Q3","603","14.90358208955224","89.868600000000001","95.21","39.322000000000003","13.931999999999999","1.0883","69.055999999999997","0.95299999999999996","0.90200000000000002","15.649000000000001","190.04599999999999","200.48400000000001","104.55800000000001","1.1308"
"BGM-0718","Q4","597","16.952428810720267","10.1206","102.49","43.027000000000001","15.188999999999998","1.1076000000000001","66.754999999999995","0.93200000000000005","0.89600000000000002","16.899999999999999","198.13200000000001","200.36","103.916","1.1717"
"BGM-0729","Q1","470","13.912765957446808","65.39","74.97","86.08","30.81","2.1760000000000002","72.292000000000002","0.92500000000000004","0.89","34.11","196.62299999999999","201.249","102.34099999999999","2.3210000000000002"
"BGM-0729","Q2","394","25.743654822335024","10.143000000000001","98.92","10.776","40.130000000000003","2.6659999999999999","58.54","0.91700000000000004","0.89200000000000002","45.71","99.878","99.855000000000004","110.66","2.8759999999999999"
"BGM-0729","Q3","440","18.804545454545455","82.74","95.61","95.96","36.22","2.3079999999999998","57.115000000000002","0.628","0.997","41.05","105.43899999999999","98.290999999999997","114.18600000000001","2.4910000000000001"
"BGM-0729","Q4","458","17.089519650655021","78.27","95.16","91.33","35.08","2.33","58.41","0.67800000000000005","0.998","39.72","98.966999999999999","105.852","112.298","2.4860000000000002"
"BGM-0737","Q1","1242","14.711916264090178","18.272200000000002","18.14","10.147","39.6","2.617","40.774999999999999","0.92800000000000005","0.95499999999999996","42.699999999999996","502.85199999999998","534.46600000000001","123.096","2.6379999999999999"
"BGM-0737","Q2","650","3.0973538461538461","20.1328","19.75","15.55","54.97","4.3579999999999997","49.756999999999998","0.95299999999999996","0.93700000000000006","60.599999999999994","484.60500000000002","525.16","115.51900000000001","4.4619999999999997"
"BGM-0737","Q3","422","3.9806398104265401","16.798299999999998","16.7","18.989999999999998","65.900000000000006","5.34","62.7","0.95","0.92","72.8","463.55","520.21","106.76","5.48"
"BGM-0737","Q4","502","5.2141035856573703","26.174800000000001","26.44","22.131999999999998","75.66","6.024","68.847999999999999","0.93600000000000005","0.91300000000000003","83.53","500.096","516.22900000000004","107.602","6.2640000000000002"
"BGM-0760","Q1","282","8.3039361702127668","23.417100000000001","23.25","30.248000000000001","10.184000000000001","8.2430000000000003","87.960999999999999","0.92700000000000005","0.89600000000000002","11.162000000000001","482.03199999999998","525.66300000000001","98.570999999999998","8.6140000000000008"
"BGM-0760","Q2","331","8.72773413897281","28.8888","28.34","31.250999999999998","10.479000000000001","8.5489999999999995","85.013000000000005","0.93200000000000005","0.9","11.431000000000001","516.94899999999996","490.15699999999998","97.528999999999996","8.9090000000000007"
"BGM-0760","Q3","326","9.3515950920245388","30.4862","30.299999999999997","31.97","10.77","8.86","89.35","0.94","0.9","11.73","444.64","498.78","101.45","9.2200000000000006"
"BGM-0760","Q4","251","6.1086454183266934","15.332699999999999","15.49","26.336000000000002","89.89","7.258","88.432000000000002","0.93899999999999995","0.89600000000000002","98.68","487.61799999999999","481.53399999999999","98.694000000000003","7.5490000000000004"
"BGM-0779","Q1","546","11.53058608058608","62.957000000000008","82.867999999999995","10.029999999999999","19.11","1.109","27.085999999999999","0.91300000000000003","0.95","21.94","160.64099999999999","351.72","128.78399999999999","1.262"
"BGM-0779","Q2","572","8.6118881118881117","49.26","70.739999999999995","72.63","25.77","1.879","71.042000000000002","0.93","0.89","28.51","246.727","245.66300000000001","98.905000000000001","1.994"
"BGM-0779","Q3","739","8.1583220568335584","60.29","11.118","82.66","28.72","2.0859999999999999","72.811000000000007","0.64600000000000002","0.84899999999999998","31.83","250.59800000000001","257.04300000000001","97.564999999999998","2.2280000000000002"
"BGM-0779","Q4","652","9.110429447852761","59.4","97.61","81.540000000000006","28.57","2.097","73.682000000000002","0.92400000000000004","0.89300000000000002","31.58","239.607","249.06100000000001","99.784000000000006","2.218"
"BGM-0793","Q1","818","50.660146699266505","41.44","81.72","77.94","17.23","9.98","31.952000000000002","0.89600000000000002","0.93","19.809999999999999","154.709","369.661","123.36","1.103"
"BGM-0793","Q2","924","4.1612554112554117","38.450000000000003","89.2","64.63","23.19","1.669","69.739999999999995","0.93300000000000005","0.89500000000000002","25.85","241.999","239.148","105.166","1.776"
"BGM-0793","Q3","734","5.4414168937329697","39.94","73.150000000000006","66.06","23.28","1.7239999999999998","70.204999999999998","0.96799999999999997","0.92400000000000004","26.08","247.12700000000001","242.69800000000001","105.629","1.831"
"BGM-0793","Q4","682","5.2800586510263932","36.01","61.18","60.43","21.34","1.6010000000000002","67.997","0.94399999999999995","0.90100000000000002","24.06","228.85300000000001","246.05","109.36199999999999","1.6830000000000001"
"BGM-0808","Q1","372","9.9758064516129039","37.11","33.68","61.83","22.84","1.6829999999999998","65.054000000000002","0.95699999999999996","0.90600000000000003","25.74","184.44900000000001","203.785","108.122","1.7569999999999999"
"BGM-0808","Q2","390","16.325641025641026","63.67","61.46","81.56","32.15","2.157","53.78","0.95199999999999996","0.91200000000000003","36.369999999999997","94.29","98.831000000000003","111.625","2.258"
"BGM-0808","Q3","251","27.039840637450201","67.87","44.12","85.23","33.590000000000003","2.246","59.594000000000001","0.94399999999999995","0.90200000000000002","38.15","108.61799999999999","90.334999999999994","110.19","2.3610000000000002"
"BGM-0808","Q4","120","24.941666666666666","29.93","95.3","53.51","22.55","1.5130000000000001","40.450000000000003","0.78600000000000003","1","25.41","95.082999999999998","106.05","120.054","1.532"
"BGM-0820","Q1","353","12","42.36","36.47","65.400000000000006","24.07","1.7850000000000001","68.004999999999995","0.96","0.90300000000000002","26.93","190.08500000000001","210.04499999999999","112.224","1.8660000000000001"
"BGM-0820","Q2","360","19.316666666666666","69.540000000000006","61.96","85.05","33.24","2.2969999999999997","54.859000000000002","0.95599999999999996","0.90600000000000003","37.799999999999997","96.457999999999998","98.188999999999993","110.358","2.4209999999999998"
"BGM-0820","Q3","278","24.032374100719423","66.81","48.1","81.650000000000006","31.97","2.266","57.845999999999997","0.96499999999999997","0.91600000000000004","36.29","109.212","90.637","118.892","2.3210000000000002"
"BGM-0820","Q4","211","20.132701421800949","42.48","23.8","64.709999999999994","26.51","1.8219999999999998","43.822000000000003","0.72399999999999998","0.999","29.79","99.9","102.175","119.8","1.8420000000000001"
"BGM-0831","Q1","318","15.70754716981132","49.95","49.59","44.091000000000001","14.566999999999998","1.1816","86.992999999999995","0.89900000000000002","0.90400000000000003","15.687999999999999","484.56599999999997","501.43700000000001","93.597999999999999","1.2341"
"BGM-0831","Q2","319","15.460752351097177","49.319799999999994","48.38","43.201000000000001","14.415000000000001","1.1272","91.5","0.89500000000000002","0.90100000000000002","15.403","495.608","492.09100000000001","98.305999999999997","1.1792"
"BGM-0831","Q3","398","15.163316582914574","60.35","60","42.36","13.92","1.1819999999999999","86.17","0.91","0.91","15.05","448.4","504.46","94.11","1.2189999999999999"
"BGM-0831","Q4","326","14.005000000000001","45.656300000000002","46.13","41.012","13.624000000000001","1.1103000000000001","87.391999999999996","0.91700000000000004","0.90800000000000003","14.67","471.91699999999997","495.733","94.57","1.1537999999999999"
"BGM-0850","Q1","274","13.047372262773722","35.7498","35.5","39.07","12.975","1.0245","83.515000000000001","0.89400000000000002","0.89500000000000002","14.044999999999998","471.35399999999998","495.16399999999999","91.091999999999999","1.0816000000000001"
"BGM-0850","Q2","314","15.543471337579616","48.8065","47.88","42.420999999999999","14.218999999999999","1.1015000000000001","83.247","0.90100000000000002","0.90300000000000002","15.247","480.60199999999998","492.79300000000001","91.99","1.1577999999999999"
"BGM-0850","Q3","302","12.514900662251655","37.795000000000002","37.599999999999994","37.61","12.42","1.06","89.1","0.93","0.91","13.45","505.63","516.88","99.16","1.0920000000000001"
"BGM-0850","Q4","295","12.836271186440678","37.866999999999997","38.26","38.191000000000003","12.683","1.024","81.049000000000007","0.91300000000000003","0.90200000000000002","13.649000000000001","494.62700000000001","501.78","94.656999999999996","1.0680000000000001"
"BGM-0859","Q1","1236","4.4553074433656956","55.067599999999999","54.68","17.637999999999998","62.17","4.5659999999999998","52.725000000000001","0.91900000000000004","0.94399999999999995","67.319999999999993","509.71600000000001","504.42700000000002","118.239","4.7220000000000004"
"BGM-0859","Q2","687","9.4151528384279484","64.682100000000005","63.45","32.004000000000005","10.803000000000001","8.4039999999999999","80.561999999999998","0.91100000000000003","0.90200000000000002","11.725","491.06099999999998","498.435","99.826999999999998","8.8520000000000003"
"BGM-0859","Q3","708","5.7918079096045192","41.006","40.799999999999997","21.9","75.099999999999994","6.06","66.97","0.93","0.93","81.899999999999991","504.04","515.16999999999996","110.26","6.23"
"BGM-0859","Q4","708","5.8795762711864406","41.627399999999994","42.06","21.858000000000001","74.88","5.88","63.009","0.93799999999999994","0.93200000000000005","81.53","535.60500000000002","491.28699999999998","110.40600000000001","6.0659999999999998"
"BGM-0873","Q1","324","6.9683641975308639","22.577500000000001","61.14","27.632999999999999","98.03","7.5239999999999991","74.753","0.94799999999999995","0.9","10.862","204.56800000000001","189.13300000000001","104.039","7.8310000000000004"
"BGM-0873","Q2","326","12.667177914110431","41.295000000000002","43","36.753","13.271000000000001","9.9870000000000001","71.233999999999995","0.95799999999999996","0.90300000000000002","14.825999999999999","198.55500000000001","201.721","106.053","1.0375000000000001"
"BGM-0873","Q3","362","14.8042817679558","53.591499999999996","56.78","39.548000000000002","14.038999999999998","1.1185","74.025000000000006","0.96399999999999997","0.89800000000000002","15.733000000000001","194.749","197.58600000000001","103.658","1.1574"
"BGM-0873","Q4","361","16.70360110803324","60.3","61.06","42.918999999999997","15.163","1.1709000000000001","74.843000000000004","0.94699999999999995","0.88800000000000001","16.899999999999999","197.34100000000001","210.374","100.45399999999999","1.2304999999999999"
"BGM-0878","Q1","218","7.6174311926605505","16.606000000000002","87.272000000000006","20.957000000000001","29.97","1.8839999999999999","26.352","0.91","0.93899999999999995","34.97","108.413","369.94","123.52","2.0499999999999998"
"BGM-0878","Q2","472","11.455508474576272","54.07","64.08","78.14","27.6","2.0469999999999997","73.08","0.93200000000000005","0.89100000000000001","30.4","244.11","242.667","101.211","2.153"
"BGM-0878","Q3","461","10.724511930585683","49.44","56.87","73.739999999999995","25.98","1.966","80.260999999999996","0.72899999999999998","0.999","28.89","243.23","238.434","103.629","2.0609999999999999"
"BGM-0878","Q4","485","9.5340206185567009","46.24","55.86","70.650000000000006","24.95","1.923","73.125","0.94899999999999995","0.89800000000000002","27.78","245.553","252.79","103.313","2.0049999999999999"
"BGM-0879","Q1","1153","22.576756287944491","26.030999999999999","72.356999999999999","74.19","14.02","9.4699999999999989","30.795000000000002","0.90200000000000002","0.92700000000000005","16.71","191.43600000000001","328.19099999999997","124.76900000000001","1.0329999999999999"
"BGM-0879","Q2","371","20.374663072776279","75.59","70.42","96.17","33.020000000000003","2.5209999999999999","81.171999999999997","0.92","0.88700000000000001","36.29","231.92500000000001","239.51499999999999","92.441000000000003","2.6629999999999998"
"BGM-0879","Q3","331","25.241691842900302","83.55","69.010000000000005","10.051","34.75","2.5920000000000001","80.614999999999995","0.71","0.998","37.950000000000003","234.435","237.68899999999999","101.66200000000001","2.7519999999999998"
"BGM-0879","Q4","367","18.038147138964579","66.2","61.23","87.18","30.14","2.343","79.385000000000005","0.93799999999999994","0.89300000000000002","33.29","235.376","249.21","97.388000000000005","2.452"
"BGM-0882","Q1","307","6.7109771986970683","20.602699999999999","20.46","26.982999999999997","91.199999999999989","7.3569999999999993","84.787999999999997","0.92500000000000004","0.89400000000000002","10.039999999999999","488.726","514.68700000000001","100.702","7.7320000000000002"
"BGM-0882","Q2","325","7.0638153846153839","22.957399999999996","22.52","27.401","94","7.4930000000000003","87.334999999999994","0.94299999999999995","0.89900000000000002","10.272","488.75099999999998","472.51400000000001","98.960999999999999","7.8170000000000002"
"BGM-0882","Q3","331","6.5389728096676736","21.644000000000002","21.5","26.73","91.199999999999989","7.4","86.08","0.94","0.9","10.02","477.88","477.6","97.31","7.71"
"BGM-0882","Q4","242","4.6850826446280989","11.337899999999999","11.45","22.706","78.23","6.367","77.855000000000004","0.95","0.89600000000000002","86.28","505.30599999999998","490.68599999999998","100.55500000000001","6.6420000000000003"
"BGM-0885","Q1","523","10.841300191204589","56.7","72.34","78.709999999999994","28.39","2.077","73.099999999999994","0.94199999999999995","0.89","31.68","212.47800000000001","200.56399999999999","108.202","2.198"
"BGM-0885","Q2","339","21.106194690265486","71.55","60.04","86.51","33.92","2.262","53.66","0.94099999999999995","0.90900000000000003","38.31","107.18300000000001","98.888000000000005","114.774","2.3769999999999998"
"BGM-0885","Q3","504","17.607142857142858","88.74","115.83","98.01","37.22","2.4210000000000003","60.04","0.92500000000000004","0.89700000000000002","42.14","99.028000000000006","97.831000000000003","114.532","2.6269999999999998"
"BGM-0885","Q4","564","14.296099290780141","80.63","120.73","94.36","35.76","2.3050000000000002","58.51","1","0.875","40.47","101.346","103.152","113.45099999999999","2.496"
"BGM-0886","Q1","603","4.7827529021558872","28.84","40.14","49.51","16.850000000000001","1.218","50.777999999999999","0.90800000000000003","0.92600000000000005","18.350000000000001","502.327","465.45400000000001","109.76600000000001","1.292"
"BGM-0886","Q2","430","10.634883720930233","45.73","49.37","70.069999999999993","25.14","1.8260000000000001","68.141999999999996","0.93100000000000005","0.89900000000000002","27.88","243.53700000000001","237.87700000000001","101.288","1.93"
"BGM-0886","Q3","439","8.7927107061503413","38.6","42.28","63.86","23.14","1.6859999999999999","77.942999999999998","0.67500000000000004","0.998","25.74","278.178","247.48099999999999","107.372","1.794"
"BGM-0886","Q4","509","8.202357563850688","41.75","52.93","67.12","24.11","1.7070000000000001","71.673000000000002","0.92200000000000004","0.88600000000000001","26.82","270.86200000000002","252.68799999999999","101.809","1.827"
"BGM-0895","Q1","108","3.2480555555555557","35.079000000000001","91.334000000000003","32.939","39.82","3.2619999999999996","29.895","0.90600000000000003","0.94099999999999995","48.9","81.685000000000002","388.60199999999998","128.34800000000001","3.3090000000000002"
"BGM-0895","Q2","306","22.882352941176471","70.02","53.8","84.15","28.99","2.2229999999999999","73.052999999999997","0.93","0.89400000000000002","32.1","255.06200000000001","254.03899999999999","103.453","2.343"
"BGM-0895","Q3","278","21.85611510791367","60.76","42.15","79.23","27.59","2.1459999999999999","74.203999999999994","0.71399999999999997","0.999","30.49","242.21600000000001","251.601","100.386","2.254"
"BGM-0895","Q4","306","18.127450980392158","55.47","42.78","75.05","26.2","2.0460000000000003","71.453999999999994","0.94099999999999995","0.89400000000000002","29.1","259.04899999999998","257.40800000000002","101.761","2.1360000000000001"
