"","amostras","ano","ensaio","repeticao","peak_1","trough_1","breakdown","final_visc","setback","peak_time","pasting_temp","umidade_percent"
"258","BGM-0925",NA,NA,"2",4138,1523,2615,2012,489,3.5333333333,70.95,18.19
"259","BGM-0941","2021","BR.FTBAG.20.Candeal","1",3169,742,2427,802,60,3.8,72.7,14.33
"260","BGM-0941","2021","BR.FTBAG.20.Candeal","2",3208,756,2452,820,64,3.8,71.75,14.6
"261","BGM-0942","2020","BR.FTBAG.20.Candeal","1",2965,502,2463,580,78,4.0666666667,71.05,14.67
"262","BGM-0942","2020","BR.FTBAG.20.Candeal","2",2936,510,2426,583,73,4.0666666667,71,14.82
"263","BGM-0942",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,13.42
"264","BGM-0942",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,13.11
"265","BGM-0943","2020","BR.FTBAG.20.Candeal","1",3378,627,2751,737,110,4,68.75,12.16
"266","BGM-0943","2020","BR.FTBAG.20.Candeal","2",3415,634,2781,751,117,3.9333333333,68.65,11.8
"267","BGM-0944",NA,NA,"1",4002,973,3029,1348,375,3.9333333333,71.8,13.23
"268","BGM-0944",NA,NA,"2",3947,975,2972,1346,371,4,71.8,13.16
"269","BGM-0946",NA,NA,"1",4121,819,3302,1080,261,3.5333333333,69.45,13.5
"270","BGM-0946",NA,NA,"2",4122,831,3291,1104,273,3.4666666667,69.45,13.29
"271","BGM-0949",NA,NA,"1",5058,1668,3390,2357,689,3.8,71.85,12.8
"272","BGM-0949",NA,NA,"2",5206,1651,3555,2349,698,3.8666666667,71.9,12.65
"273","BGM-0951",NA,NA,"1",4440,1504,2936,2306,802,4.0666666667,71.75,11.83
"274","BGM-0951",NA,NA,"2",4369,1481,2888,2255,774,4,70.95,11.5
"275","BGM-0952",NA,NA,"1",3769,886,2883,1174,288,3.8,71.05,12.58
"276","BGM-0952",NA,NA,"2",3775,918,2857,1229,311,3.8,70.95,12.73
"277","BGM-0954",NA,NA,"1",4748,1611,3137,2307,696,4.0666666667,71.8,12.36
"278","BGM-0954",NA,NA,"2",4645,1604,3041,2295,691,4.0666666667,71.75,12.22
"279","BGM-0955",NA,NA,"1",5239,2149,3090,2874,725,4,70.85,12.02
"280","BGM-0955",NA,NA,"2",5303,2158,3145,2876,718,4.0666666667,71.75,12.2
"281","BGM-0957","2021","BR.FTBAG.20.Candeal","1",3699,1103,2596,1584,481,4.1333333333,71.05,13.99
"282","BGM-0957","2021","BR.FTBAG.20.Candeal","2",3683,1062,2621,1536,474,4.1333333333,71.05,13.72
"283","BGM-0959","2021","BR.FTBAG.20.Candeal","1",4157,984,3173,1436,452,4.1333333333,70.25,14.24
"284","BGM-0959","2021","BR.FTBAG.20.Candeal","2",4090,962,3128,1415,453,4.0666666667,70.2,13.99
"285","BGM-0962",NA,NA,"1",4524,1457,3067,2054,597,3.7333333333,70.95,13.8
"286","BGM-0962",NA,NA,"2",4613,1466,3147,2050,584,3.8,70.95,13.67
"287","BGM-0966",NA,NA,"1",4454,1027,3427,1335,308,3.8666666667,70.35,12.2
"288","BGM-0966",NA,NA,"2",4446,999,3447,1321,322,3.8,69.5,12.43
"289","BGM-0967","2021","BR.FTBAG.20.Candeal","1",3941,1080,2861,1599,519,3.8666666667,70.95,14.59
"290","BGM-0967","2021","BR.FTBAG.20.Candeal","2",3896,1059,2837,1560,501,3.8666666667,71.8,14.65
"291","BGM-0971","2021","BR.FTBAG.20.Candeal","1",3496,640,2856,685,45,3.9333333333,66.9,13.98
"292","BGM-0971","2021","BR.FTBAG.20.Candeal","2",3476,621,2855,669,48,3.8666666667,67,14.46
"293","BGM-0972","2021","BR.FTBAG.20.Candeal","1",3037,612,2425,758,146,4,70.25,13.05
"294","BGM-0972","2021","BR.FTBAG.20.Candeal","2",3141,614,2527,749,135,4.0666666667,70.3,12.8
"295","BGM-0973","2021","BR.FTBAG.20.Candeal","1",4111,1456,2655,2450,994,4,70.25,14.82
"296","BGM-0973","2021","BR.FTBAG.20.Candeal","2",4030,1439,2591,2454,1015,4,70.25,14.85
"297","BGM-0974","2021","BR.FTBAG.20.Candeal","1",3451,1069,2382,1503,434,3.8666666667,70.2,11.69
"298","BGM-0974","2021","BR.FTBAG.20.Candeal","2",3399,1070,2329,1504,434,3.9333333333,70.1,11.63
"299","BGM-0975",NA,NA,"1",3495,869,2626,1235,366,3.9333333333,71.8,NA
"300","BGM-0975",NA,NA,"2",3396,837,2559,1181,344,3.9333333333,71.8,NA
"301","BGM-0978","2021","BR.FTBAG.20.Candeal","1",4404,1521,2883,2287,766,3.9333333333,70.2,14.12
"302","BGM-0978","2021","BR.FTBAG.20.Candeal","2",4428,1513,2915,2319,806,3.9333333333,70.35,14.08
"303","BGM-0980",NA,"BR.FTBAG.20.Candeal","1",3662,1034,2628,1490,456,4.0666666667,70.25,13.36
"304","BGM-0980",NA,"BR.FTBAG.20.Candeal","2",3818,1035,2783,1489,454,4.0666666667,70.25,13.21
"305","BGM-0984","2021","BR.FTBAG.20.Candeal","1",4935,1520,3415,2380,860,3.8666666667,72.7,NA
"306","BGM-0984","2021","BR.FTBAG.20.Candeal","2",4985,1513,3472,2384,871,3.8,71.75,NA
"307","BGM-0985","2021","BR.FTBAG.20.Candeal","1",3679,1520,2159,2497,977,4.2,72.75,15.06
"308","BGM-0985","2021","BR.FTBAG.20.Candeal","2",3673,1518,2155,2503,985,4.1333333333,72.55,15.48
"309","BGM-0991","2020","BR.BAG.19.UFRB","1",5385,1862,3523,3000,1138,3.9333333333,70.25,13.2
"310","BGM-0991","2020","BR.BAG.19.UFRB","2",5331,1813,3518,3027,1214,3.8666666667,70.2,13.01
"311","BGM-0994",NA,NA,"1",3965,899,3066,1093,194,3.7333333333,71.1,NA
"312","BGM-0994",NA,NA,"2",3976,900,3076,1091,191,3.6666666667,70.3,NA
"313","BGM-0995","2020","BR.BAG.19.UFRB","1",4326,1308,3018,1682,374,3.8,69.4,15.31
"314","BGM-0995","2020","BR.BAG.19.UFRB","2",4225,1281,2944,1674,393,3.8,69.4,15.48
"315","BGM-0998","2020","BR.BAG.19.UFRB","1",3901,1466,2435,2233,767,4,72.65,14.16
"316","BGM-0998","2020","BR.BAG.19.UFRB","2",3889,1466,2423,2249,783,4,73.35,13.95
"317","BGM-0998","2020","BR.FTBAG.20.Candeal","1",NA,NA,NA,NA,NA,NA,NA,14.16
"318","BGM-0998","2020","BR.FTBAG.20.Candeal","2",NA,NA,NA,NA,NA,NA,NA,14.13
"319","BGM-1023","2021","BR.FTBAG.20.Candeal","1",4246,1537,2709,2469,932,4.1333333333,71.95,13.85
"320","BGM-1023","2021","BR.FTBAG.20.Candeal","2",4257,1573,2684,2499,926,4.2,72.7,14.46
"321","BGM-1029","2020","BR.FTBAG.20.Candeal","1",4201,1227,2974,1712,485,4.2,69.4,13.52
"322","BGM-1029","2020","BR.FTBAG.20.Candeal","2",4219,1255,2964,1711,456,4.1333333333,69.35,14.62
"323","BGM-1034","2020","BR.BAG.19.UFRB","1",3906,1221,2685,1880,659,3.8666666667,69.5,14.86
"324","BGM-1034","2020","BR.BAG.19.UFRB","2",4015,1251,2764,1890,639,3.8666666667,70.35,14.86
"325","BGM-1042","2021","BR.FTBAG.20.Candeal","1",4068,1552,2516,2528,976,4.0666666667,72,13.68
"326","BGM-1042","2021","BR.FTBAG.20.Candeal","2",4109,1551,2558,2476,925,4.2,72.65,13.78
"327","BGM-1044",NA,NA,"1",4807,1775,3032,2900,1125,4.2666666667,72.6,13.39
"328","BGM-1044",NA,NA,"2",4775,1746,3029,2884,1138,4.2,71.7,13.32
"329","BGM-1064",NA,NA,"1",3782,1044,2738,1338,294,3.9333333333,73.5,14.56
"330","BGM-1064",NA,NA,"2",3819,1051,2768,1332,281,3.8666666667,73.45,14.71
"331","BGM-1103",NA,NA,"1",4782,1880,2902,2996,1116,3.6666666667,73.5,13.97
"332","BGM-1103",NA,NA,"2",4537,1904,2633,2989,1085,3.7333333333,73.5,14.11
"333","BGM-1106",NA,NA,"1",4554,1851,2703,2962,1111,3.8,74.3,15.34
"334","BGM-1106",NA,NA,"2",4514,1812,2702,2857,1045,3.8,74.35,15.82
"335","BGM-1134",NA,NA,"1",4675,1421,3254,2161,740,4,72.75,14.08
"336","BGM-1134",NA,NA,"2",4667,1416,3251,2144,728,3.9333333333,71.8,14.55
"337","BGM-1143",NA,NA,"1",4424,967,3457,1177,210,3.4666666667,69.45,14.66
"338","BGM-1143",NA,NA,"2",4459,963,3496,1179,216,3.4666666667,70.15,14.52
"339","BGM-1150","2020","BR.BAG.19.UFRB","1",4702,1556,3146,2315,759,3.8,69.4,15.2
"340","BGM-1150","2020","BR.BAG.19.UFRB","2",4723,1568,3155,2339,771,3.8666666667,69.45,15.19
"341","BGM-1152","2020","BR.BAG.19.UFRB","1",4298,2107,2191,2848,741,4.4,71.8,14.08
"342","BGM-1152","2020","BR.BAG.19.UFRB","2",4426,2105,2321,2893,788,4.3333333333,72.7,13.72
"343","BGM-1162","2021","BR.FTBAG.20.Candeal","1",4598,1765,2833,2649,884,4,73.45,14.1
"344","BGM-1162","2021","BR.FTBAG.20.Candeal","2",4682,1804,2878,2749,945,3.8666666667,72.6,13.91
"345","BGM-1164","2020","BR.BAG.19.UFRB","1",3962,1572,2390,2683,1111,3.6666666667,71.85,14.37
"346","BGM-1164","2020","BR.BAG.19.UFRB","2",4180,1667,2513,2679,1012,3.6,72.7,14.54
"347","BGM-1168","2020","BR.BAG.19.UFRB","1",4139,1083,3056,1429,346,4,69.45,13.92
"348","BGM-1168","2020","BR.BAG.19.UFRB","2",3989,1026,2963,1339,313,4,69.4,13.93
"349","BGM-1189",NA,NA,"1",4795,1775,3020,2655,880,4,71.8,13.16
"350","BGM-1189",NA,NA,"2",4851,1794,3057,2606,812,4.1333333333,71.95,13.21
"351","BGM-1213",NA,NA,"1",4313,1606,2707,2848,1242,3.6666666667,73.45,13.65
"352","BGM-1213",NA,NA,"2",4422,1547,2875,2881,1334,3.6,72.65,13.73
"353","BGM-1224","2021","BR.FTBAG.20.Candeal","1",4185,1520,2665,2491,971,4.1333333333,69.4,14.06
"354","BGM-1224","2021","BR.FTBAG.20.Candeal","2",4226,1554,2672,2499,945,4.1333333333,69.4,14.21
"355","BGM-1225","2020","BR.BAG.19.UFRB","1",4424,1690,2734,2698,1008,4.2,70.25,15.19
"356","BGM-1225","2020","BR.BAG.19.UFRB","2",4532,1691,2841,2744,1053,4.0666666667,71,14.99
"357","BGM-1251",NA,NA,"1",5155,1589,3566,2331,742,3.6666666667,69.5,13.73
"358","BGM-1251",NA,NA,"2",5096,1557,3539,2334,777,3.7333333333,69.4,14.01
"359","BGM-1252",NA,NA,"1",4746,1745,3001,2495,750,3.8666666667,72.65,11.18
"360","BGM-1252",NA,NA,"2",4819,1736,3083,2482,746,3.8666666667,72.6,11.35
"361","BGM-1253","2020","BR.PYTGS.19.RA1","1",5035,1850,3185,3124,1274,3.6666666667,70.25,13.37
"362","BGM-1253","2020","BR.PYTGS.19.RA1","2",4979,1933,3046,3177,1244,3.6666666667,70.25,13.59
"363","BGM-1265",NA,NA,"1",4934,1673,3261,2338,665,3.8,70.2,16.23
"364","BGM-1265",NA,NA,"2",4979,1705,3274,2372,667,3.8666666667,71.1,16.27
"365","BGM-1288",NA,NA,"1",4702,1335,3367,2063,728,3.5333333333,69.5,13.36
"366","BGM-1288",NA,NA,"2",4682,1306,3376,2012,706,3.6,70.25,13.55
"367","BGM-1310","2020","BR.BAGRec.19.Candeal","1",5363,2037,3326,3363,1326,4.0666666667,71,14.46
"368","BGM-1310","2020","BR.BAGRec.19.Candeal","2",5462,2012,3450,3361,1349,4.0666666667,70.95,14.25
"369","BGM-1313","2020","BR.BAG.19.UFRB","1",4389,1869,2520,2936,1067,4.2,72.55,14.54
"370","BGM-1313","2020","BR.BAG.19.UFRB","2",4363,1858,2505,3008,1150,4.1333333333,72.7,14.5
"371","BGM-1317",NA,NA,"1",4949,1813,3136,2543,730,3.8666666667,69.5,12.86
"372","BGM-1317",NA,NA,"2",5118,1863,3255,2627,764,3.8,70.2,13
"373","BGM-1332","2020","BR.BAG.19.UFRB","1",4025,1593,2432,2540,947,4,71.95,15.26
"374","BGM-1332","2020","BR.BAG.19.UFRB","2",4124,1621,2503,2569,948,4,71.85,15.15
"375","BGM-1344",NA,NA,"1",3280,1056,2224,1746,690,4,68.6,NA
"376","BGM-1344",NA,NA,"2",3263,1059,2204,1751,692,4.0666666667,68.6,NA
"377","BGM-1355","2020","BR.BAG.19.UFRB","1",4653,1943,2710,2840,897,3.9333333333,73.45,NA
"378","BGM-1355","2020","BR.BAG.19.UFRB","2",4686,1850,2836,2810,960,3.9333333333,73.45,16.985
"379","BGM-1362","2020","BR.BAG.19.UFRB","1",4513,1873,2640,2836,963,4.1333333333,71.75,14.08
"380","BGM-1362","2020","BR.BAG.19.UFRB","2",4504,1897,2607,2896,999,4.2,71.9,14.17
"381","BGM-1367",NA,NA,"1",5135,1961,3174,3045,1084,3.6,69.5,NA
"382","BGM-1367",NA,NA,"2",5077,1859,3218,3016,1157,3.7333333333,70.25,NA
"383","BGM-1377","2020","BR.BAG.19.UFRB","1",4489,1647,2842,2371,724,3.9333333333,71.9,14.54
"384","BGM-1377","2020","BR.BAG.19.UFRB","2",4550,1675,2875,2390,715,3.9333333333,71,14.55
"385","BGM-1390","2021","BR.FTBAG.20.Candeal","1",4580,2009,2571,2859,850,3.8666666667,71.75,12.86
"386","BGM-1390","2021","BR.FTBAG.20.Candeal","2",4706,2016,2690,2792,776,3.9333333333,72.65,12.64
"387","BGM-1397",NA,NA,"1",4367,1679,2688,2630,951,4.2,73.4,12.66
"388","BGM-1397",NA,NA,"2",4430,1719,2711,2754,1035,4.0666666667,73.45,12.26
"389","BGM-1432","2020","BR.BAG.19.UFRB","1",4887,1620,3267,2166,546,3.6666666667,67.9,16.29
"390","BGM-1432","2020","BR.BAG.19.UFRB","2",4682,1557,3125,2117,560,3.7333333333,67.8,16.26
"391","BGM-1447","2020","BR.BAG.19.UFRB","1",4550,1677,2873,2366,689,3.9333333333,70.3,15.37
"392","BGM-1447","2020","BR.BAG.19.UFRB","2",4599,1683,2916,2414,731,4,70.95,15.55
"393","BGM-1454","2020","BR.BAG.19.UFRB","1",4859,1833,3026,2577,744,3.9333333333,71.1,14.57
"394","BGM-1454","2020","BR.BAG.19.UFRB","2",4754,1835,2919,2657,822,3.9333333333,70.15,14.7
"395","BGM-1483",NA,NA,"1",5224,1536,3688,2321,785,3.6,68.7,14.36
"396","BGM-1483",NA,NA,"2",5212,1520,3692,2307,787,3.6,68.7,14.18
"397","BGM-1497","2020","BR.BAG.19.UFRB","1",4350,1550,2800,2323,773,3.8666666667,72.65,15.81
"398","BGM-1497","2020","BR.BAG.19.UFRB","2",4382,1540,2842,2344,804,3.8666666667,72.75,15.83
"399","BGM-1498","2020","BR.BAG.19.UFRB","1",3841,1262,2579,1955,693,3.9333333333,72.65,14.13
"400","BGM-1498","2020","BR.BAG.19.UFRB","2",3850,1268,2582,1984,716,4,73.5,15.37
"401","BGM-1502","2021","BR.FTBAG.20.Candeal","1",4102,1590,2512,2451,861,3.8666666667,72.65,13.08
"402","BGM-1502","2021","BR.FTBAG.20.Candeal","2",4137,1578,2559,2439,861,3.8666666667,73.6,12.67
"403","BGM-1502(M)","2020","BR.FTBAG.20.Candeal","1",3895,1346,2549,2180,834,3.9333333333,73.5,14.25
"404","BGM-1502(M)","2020","BR.FTBAG.20.Candeal","2",3873,1366,2507,2208,842,3.8666666667,73.55,13.93
"405","BGM-1503","2020","BR.BAG.19.UFRB","1",4529,1683,2846,2669,986,3.8666666667,72.7,14.21
"406","BGM-1503","2020","BR.BAG.19.UFRB","2",4476,1658,2818,2647,989,3.8,71.75,13.7
"407","BGM-1518","2020","BR.BAG.19.UFRB","1",4437,1583,2854,2297,714,3.9333333333,72.75,14.81
"408","BGM-1518","2020","BR.BAG.19.UFRB","2",4461,1592,2869,2339,747,3.8666666667,71.95,15.03
"409","BGM-1586","2020","BR.BAG.19.UFRB","1",3708,1672,2036,2497,825,4,71.75,14.29
"410","BGM-1586","2020","BR.BAG.19.UFRB","2",3657,1658,1999,2532,874,4.1333333333,72.75,14.6
"411","BGM-1659","2020","BR.BAG.19.UFRB","1",4556,1765,2791,2735,970,4.0666666667,71.05,14.44
"412","BGM-1659","2020","BR.BAG.19.UFRB","2",4509,1783,2726,2716,933,4.1333333333,71.05,14.4
"413","BGM-1660","2020","BR.BAG.19.UFRB","1",4613,1673,2940,2819,1146,3.9333333333,69.4,15.19
"414","BGM-1660","2020","BR.BAG.19.UFRB","2",4493,1707,2786,2788,1081,3.9333333333,68.7,15.34
"415","BGM-1677",NA,NA,"1",5754,2001,3753,2878,877,3.9333333333,70.2,12.17
"416","BGM-1677",NA,NA,"2",5780,2016,3764,2932,916,3.9333333333,70.2,11.97
"417","BGM-1679","2020","BR.BAG.19.UFRB","1",4223,1625,2598,2673,1048,3.9333333333,74.35,13.35
"418","BGM-1679","2020","BR.BAG.19.UFRB","2",4241,1629,2612,2744,1115,4,74.35,13.25
"419","BGM-1683","2021","BR.CET.20.Candeal","1",4061,1711,2350,2740,1029,4.1333333333,71.8,14.02
"420","BGM-1683","2021","BR.CET.20.Candeal","2",4116,1771,2345,2808,1037,4.2,72.55,14.11
"421","BGM-1689",NA,NA,"1",4588,1650,2938,2392,742,4.0666666667,71.05,13.11
"422","BGM-1689",NA,NA,"2",4598,1658,2940,2399,741,4.0666666667,71.05,12.9
"423","BGM-1693","2021","BR.FTBAG.20.Candeal","1",4132,1487,2645,2338,851,4.2,72.6,14.29
"424","BGM-1693","2021","BR.FTBAG.20.Candeal","2",4088,1510,2578,2358,848,4.2666666667,72.55,14.53
"425","BGM-1703",NA,NA,"1",4846,1395,3451,2025,630,3.6,69.5,15.51
"426","BGM-1703",NA,NA,"2",4744,1360,3384,1958,598,3.7333333333,69.35,15.84
"427","BGM-1704",NA,NA,"1",4801,1522,3279,2788,1266,3.6666666667,70.2,NA
"428","BGM-1704",NA,NA,"2",5144,1626,3518,2817,1191,3.4666666667,70.15,NA
"429","BGM-1706","2020","BR.BAG.19.UFRB","1",4318,1638,2680,2786,1148,3.8666666667,73.55,14.98
"430","BGM-1706","2020","BR.BAG.19.UFRB","2",4380,1629,2751,2745,1116,3.9333333333,73.55,15.09
"431","BGM-1709","2020","BR.BAG.19.UFRB","1",3420,916,2504,1108,192,3.9333333333,67.85,14.19
"432","BGM-1709","2020","BR.BAG.19.UFRB","2",3470,933,2537,1133,200,3.9333333333,68.55,14.06
"433","BGM-1713",NA,NA,"1",3232,848,2384,1083,235,4.1333333333,69.45,16.15
"434","BGM-1713",NA,NA,"2",3242,837,2405,1082,245,4.0666666667,68.65,16.27
"435","BGM-1718","2021","BR.FTBAG.20.Candeal","1",3628,956,2672,1201,245,3.9333333333,66.95,15.17
"436","BGM-1718","2021","BR.FTBAG.20.Candeal","2",3671,964,2707,1215,251,3.9333333333,67.85,15.4
"437","BGM-1719",NA,NA,"1",3670,1191,2479,1918,727,4.0666666667,72.55,11.67
"438","BGM-1719",NA,NA,"2",3642,1173,2469,1895,722,4.0666666667,72.7,11.51
"439","BGM-1722",NA,NA,"1",4794,1782,3012,2883,1101,4,67.05,12.91
"440","BGM-1722",NA,NA,"2",4632,1794,2838,2863,1069,4,66.9,12.98
"441","BGM-1725","2020","BR.BAG.19.UFRB","1",3631,905,2726,1128,223,3.8666666667,69.35,14.35
"442","BGM-1725","2020","BR.BAG.19.UFRB","2",3634,918,2716,1165,247,3.8666666667,69.4,14.51
"443","BGM-1735","2020","BR.BAG.19.UFRB","1",4085,1455,2630,1994,539,4,70.3,14.87
"444","BGM-1735","2020","BR.BAG.19.UFRB","2",4019,1421,2598,1943,522,4,70.2,14.76
"445","BGM-1739","2020","BR.BAG.19.UFRB","1",4433,849,3584,1110,261,3.6666666667,67.85,14.7
"446","BGM-1739","2020","BR.BAG.19.UFRB","2",4531,852,3679,1097,245,3.6666666667,67.9,14.67
"447","BGM-1741","2020","BR.BAG.19.UFRB","1",3921,1525,2396,2457,932,4,71.9,15.21
"448","BGM-1741","2020","BR.BAG.19.UFRB","2",3952,1530,2422,2417,887,3.9333333333,71.85,15.22
"449","BGM-1745","2020","BR.BAG.19.UFRB","1",4396,1703,2693,2718,1015,4.1333333333,69.3,15.28
"450","BGM-1745","2020","BR.BAG.19.UFRB","2",4393,1715,2678,2647,932,4.1333333333,69.35,15.19
"451","BGM-1747","2020","BR.BAG.19.UFRB","1",4468,1584,2884,2188,604,3.8666666667,69.45,14.95
"452","BGM-1747","2020","BR.BAG.19.UFRB","2",4360,1584,2776,2237,653,3.9333333333,70.25,15.212
"453","BGM-1752","2020","BR.BAG.19.UFRB","1",3513,1431,2082,2279,848,4.0666666667,73.45,14.26
"454","BGM-1752","2020","BR.BAG.19.UFRB","2",3548,1414,2134,2243,829,3.9333333333,72.7,14.17
"455","BGM-1754","2021","BR.BAG.19.UFRB","1",3997,1544,2453,2184,640,4.2,69.4,11.95
"456","BGM-1754","2021","BR.BAG.19.UFRB","2",4006,1524,2482,2163,639,4.2,69.4,12.95
"457","BGM-1757",NA,NA,"1",4923,1322,3601,1907,585,3.8666666667,71.05,14.37
"458","BGM-1757",NA,NA,"2",4681,1247,3434,1793,546,3.8,71.05,14.33
"459","BGM-1759",NA,NA,"1",4683,2067,2616,3034,967,4.0666666667,71.7,15.66
"460","BGM-1759",NA,NA,"2",4734,2086,2648,3006,920,4.1333333333,72.7,16
"461","BGM-1762","2020","BR.BAG.19.UFRB","1",4711,1957,2754,2999,1042,4.2,70.95,14.3
"462","BGM-1762","2020","BR.BAG.19.UFRB","2",4761,1943,2818,3022,1079,4.2,71.05,14.48
"463","BGM-1772",NA,NA,"1",4638,1693,2945,2882,1189,3.7333333333,71.85,NA
"464","BGM-1772",NA,NA,"2",4685,1859,2826,2982,1123,3.8,71.8,NA
"465","BGM-1779","2020","BR.BAG.19.UFRB","1",4394,1555,2839,2262,707,3.8666666667,66.9,15.39
"466","BGM-1779","2020","BR.BAG.19.UFRB","2",4372,1533,2839,2220,687,3.8,66,15.84
"467","BGM-1780",NA,NA,"1",3602,1547,2055,2397,850,4,73.45,14.46
"468","BGM-1780",NA,NA,"2",5365,1211,4154,1566,355,3.4666666667,69.45,14.44
"469","BGM-1783","2020","BR.BAG.19.UFRB","1",3573,1402,2171,1952,550,4.0666666667,71.85,12.24
"470","BGM-1783","2020","BR.BAG.19.UFRB","2",3600,1409,2191,1917,508,4,71.9,12.64
"471","BGM-1794","2020","BR.BAG.19.UFRB","1",4927,1985,2942,2798,813,3.8666666667,67,13.86
"472","BGM-1794","2020","BR.BAG.19.UFRB","2",4872,1927,2945,2807,880,3.8,65.25,13.81
"473","BGM-1821","2020","BR.BAG.19.UFRB","1",3988,1336,2652,2052,716,4,71.1,13.58
"474","BGM-1821","2020","BR.BAG.19.UFRB","2",3970,1338,2632,2057,719,4.1333333333,71.85,13.79
"475","BGM-1834","2020","BR.BAG.19.UFRB","1",4040,1722,2318,2627,905,4,72.6,15.42
"476","BGM-1834","2020","BR.BAG.19.UFRB","2",4030,1711,2319,2665,954,4,72.7,15.52
"477","BGM-1873",NA,NA,"1",5462,2253,3209,3355,1102,3.9333333333,70.4,13.27
"478","BGM-1873",NA,NA,"2",5277,2175,3102,3281,1106,3.9333333333,70.25,13.08
"479","BGM-1880","2020","BR.BAG.19.UFRB","1",5008,1972,3036,2923,951,3.9333333333,69.45,14.05
"480","BGM-1880","2020","BR.BAG.19.UFRB","2",4932,1943,2989,2933,990,3.9333333333,69.45,14.49
"481","BGM-1884",NA,NA,"1",5521,1254,4267,2008,754,3,67.85,NA
"482","BGM-1884",NA,NA,"2",5820,1369,4451,2060,691,2.9333333333,67.75,NA
"483","BGM-1942","2021","BR.FTBAG.20.Candeal","1",3930,1629,2301,2727,1098,4.3333333333,70.1,13.58
"484","BGM-1942","2021","BR.FTBAG.20.Candeal","2",3980,1631,2349,2777,1146,4.4,71.05,13.65
"485","BGM-1957","2020","BR.BAG.19.UFRB","1",3477,1391,2086,1851,460,4.0666666667,69.3,17.42
"486","BGM-1957","2020","BR.BAG.19.UFRB","2",3553,1355,2198,1775,420,4.2,70.3,17.29
"487","BGM-2034","2020","BR.BAG.19.UFRB","1",4012,1463,2549,2635,1172,3.7333333333,71.8,16.08
"488","BGM-2034","2020","BR.BAG.19.UFRB","2",3977,1437,2540,2646,1209,3.7333333333,71.85,15.71
"489","BGM-2034",NA,NA,"1",4582,1561,3021,2342,781,4.0666666667,70.2,12.99
"490","BGM-2034",NA,NA,"2",4584,1585,2999,2361,776,4.0666666667,70.25,13.05
"491","BGM-2038",NA,NA,"1",4058,1234,2824,1917,683,3.9333333333,69.45,13.44
"492","BGM-2038",NA,NA,"2",4065,1222,2843,1916,694,3.8666666667,69.45,13.47
"493","BGM-2047","2021","BR.FTBAG.20.Candeal","1",3127,692,2435,874,182,3.9333333333,74.35,14.88
"494","BGM-2047","2021","BR.FTBAG.20.Candeal","2",3136,698,2438,885,187,4,74.2,15.77
"495","BGM-2057",NA,NA,"1",5121,1867,3254,2906,1039,3.8,71.75,12.93
"496","BGM-2057",NA,NA,"2",5131,1900,3231,3002,1102,3.8,71.9,13.24
"497","BGM-2066",NA,NA,"1",4551,1756,2795,2699,943,3.7333333333,72.5,14.2
"498","BGM-2066",NA,NA,"2",4610,1761,2849,2701,940,3.7333333333,72.5,14.41
"499","BGM-2074","2020","BR.BAG.19.UFRB","1",3846,1795,2051,2541,746,3.9333333333,75.05,14.31
"500","BGM-2074","2020","BR.BAG.19.UFRB","2",3825,1783,2042,2530,747,3.9333333333,74.25,14.56
"501","BGM-2095","2020","BR.CET.20.Candeal","1",3794,1472,2322,2030,558,4.5333333333,69.4,13.67
"502","BGM-2095","2020","BR.CET.20.Candeal","2",3768,1504,2264,2070,566,4.5333333333,70.2,13.88
"503","BGM-2100","2018","BR.CB.17.UFRB","1",4272,1830,2442,2883,1053,4.0666666667,71.75,NA
"504","BGM-2100","2018","BR.CB.17.UFRB","2",4198,1799,2399,2841,1042,4.0666666667,72.6,NA
"505","BGM-2119",NA,NA,"1",4392,1695,2697,2685,990,3.5333333333,71.15,13.1
"506","BGM-2119",NA,NA,"2",4412,1665,2747,2684,1019,3.5333333333,71.9,13.55
"507","BGM-2127","2020","BR.BAG.19.UFRB","1",3797,1550,2247,2616,1066,4.1333333333,72.7,15.17
"508","BGM-2127","2020","BR.BAG.19.UFRB","2",4066,1651,2415,2636,985,4.1333333333,72.7,15.2
"509","BGM-2160",NA,NA,"1",4649,2055,2594,3033,978,4.0666666667,71.75,15.49
"510","BGM-2160",NA,NA,"2",4731,2026,2705,3007,981,4,71.85,15.36
"511","BGM-2164",NA,NA,"1",4403,1645,2758,2397,752,3.9333333333,72.6,15.03
"512","BGM-2164",NA,NA,"2",4410,1624,2786,2414,790,3.9333333333,72.65,15.17
"513","BGM-2167","2020","BR.BAG.19.UFRB","1",4605,1788,2817,2912,1124,4.2,70.15,15.61
"514","BGM-2167","2020","BR.BAG.19.UFRB","2",4562,1733,2829,2913,1180,4.0666666667,69.4,15.7
"515","BGM-2187","2020","BR.BAG.19.UFRB","1",4230,1577,2653,2531,954,4.2,71.85,15.99
"516","BGM-2187","2020","BR.BAG.19.UFRB","2",4372,1600,2772,2747,1147,4,71.75,16.48
"517","BGM-2209","2020","BR.BAG.19.UFRB","1",4043,1685,2358,2706,1021,4.2666666667,71.05,13.98
"518","BGM-2209","2020","BR.BAG.19.UFRB","2",4040,1675,2365,2725,1050,4.4,71,14.32
